Daily_Sales,Number_of_Transactions,Average_Order_Value,Refund_Amount,Expense_Amount,Profit,Inventory_Level,Delivery_Delay_Minutes,Website_Visits,Conversion_Rate,Employee_Hours,System_Error_Count,_sheet,anomaly_score,is_anomaly,num_anomaly_score,text_anomaly_score,_row_index
4745,91,52.14,393,3510,1235,866,14,3025,4.83,390,4,Operational_Data,0.2814,0,0.2814,,760
7602,140,54.3,278,2852,4750,829,9,3505,3.13,394,1,Operational_Data,0.2812,0,0.2812,,761
7506,130,57.74,380,2829,4677,1069,18,3077,4.6,456,4,Operational_Data,0.2436,0,0.2436,,762
5026,129,38.96,352,3465,1561,821,9,4153,4.84,411,3,Operational_Data,0.2263,0,0.2263,,763
510,150,42.96,300,5093,-4583,1116,11,3759,4.58,398,41,Operational_Data,0.8002,1,0.8002,,764
5422,88,61.61,109,4461,961,820,9,4793,4.07,398,5,Operational_Data,0.4022,0,0.4022,,765
5974,95,62.88,257,2848,3126,1027,5,3541,4.55,436,5,Operational_Data,0.2567,0,0.2567,,766
6374,112,56.91,237,2901,3473,1418,25,3740,4.9,464,1,Operational_Data,0.2342,0,0.2342,,767
4601,111,41.45,197,3169,1432,971,18,4804,2.59,446,1,Operational_Data,0.1357,0,0.1357,,768
5402,99,54.57,244,2594,2808,1133,8,4122,2.25,363,4,Operational_Data,0.2093,0,0.2093,,769
6772,97,69.81,320,3985,2787,1027,11,3375,3.1,397,4,Operational_Data,0.0976,0,0.0976,,770
6771,86,78.73,354,3310,3461,1194,14,3483,4.84,361,1,Operational_Data,0.305,0,0.305,,771
6113,133,45.96,357,4000,2113,1330,11,2842,2.71,460,2,Operational_Data,0.099,0,0.099,,772
5918,114,51.91,393,2758,3160,1212,7,3954,2.03,392,0,Operational_Data,0.2803,0,0.2803,,773
5175,117,44.23,230,3326,1849,870,17,3712,3.19,359,0,Operational_Data,0.1428,0,0.1428,,774
4645,89,52.19,238,3849,796,1096,13,3177,4.99,425,0,Operational_Data,0.2258,0,0.2258,,775
7022,150,46.81,247,2750,4272,1496,7,4635,4.73,468,1,Operational_Data,0.3604,0,0.3604,,776
710,143,38.31,274,7881,-7171,1052,20,3369,3.49,390,24,Operational_Data,0.7874,1,0.7874,,777
4781,106,45.1,194,2910,1871,1031,24,4010,4.21,472,1,Operational_Data,0.1806,0,0.1806,,778
5488,84,65.33,169,2521,2967,1121,11,2813,2.42,383,5,Operational_Data,0.2764,0,0.2764,,779
6054,87,69.59,322,4280,1774,1147,11,2512,4.42,375,4,Operational_Data,0.2456,0,0.2456,,780
5536,156,35.49,292,3144,2392,1345,13,4256,2.09,367,3,Operational_Data,0.2695,0,0.2695,,781
6778,151,44.89,252,2614,4164,862,19,3604,3.05,394,1,Operational_Data,0.2198,0,0.2198,,782
5215,87,59.94,253,3377,1838,817,15,3247,4.36,408,2,Operational_Data,0.1461,0,0.1461,,783
7049,82,85.96,379,2887,4162,849,21,3077,2.28,491,1,Operational_Data,0.502,1,0.502,,784
581,93,54.56,108,6928,-6347,960,15,3815,2.73,402,49,Operational_Data,0.8587,1,0.8587,,785
6109,129,47.36,236,4011,2098,1369,16,4537,4.92,399,0,Operational_Data,0.199,0,0.199,,786
4919,125,39.35,316,3391,1528,1426,20,2424,4.51,478,5,Operational_Data,0.2231,0,0.2231,,787
5514,119,46.34,159,4113,1401,1352,15,3958,2.78,499,4,Operational_Data,0.1972,0,0.1972,,788
6200,115,53.91,318,3697,2503,951,19,4387,2.24,378,5,Operational_Data,0.1465,0,0.1465,,789
5319,83,64.08,345,4330,989,1472,23,4173,4.55,472,2,Operational_Data,0.3197,0,0.3197,,790
5674,127,44.68,345,4297,1377,1103,13,3709,3.67,376,2,Operational_Data,0.0844,0,0.0844,,791
5102,149,34.24,332,2679,2423,1303,7,2068,2.99,405,4,Operational_Data,0.3465,0,0.3465,,792
7841,160,49.01,270,2963,4878,1236,22,2534,4.75,472,1,Operational_Data,0.3817,0,0.3817,,793
6019,138,43.62,228,4064,1955,1463,22,2087,4.23,497,0,Operational_Data,0.3647,0,0.3647,,794
5149,153,33.65,322,3042,2107,1222,25,2079,4.15,462,1,Operational_Data,0.3117,0,0.3117,,795
7457,125,59.66,323,2831,4626,942,12,3026,5.0,489,3,Operational_Data,0.3042,0,0.3042,,796
4019,81,49.62,244,4255,-236,1157,15,4190,2.79,456,1,Operational_Data,0.2797,0,0.2797,,797
7972,138,57.77,155,4392,3580,1019,7,4435,4.92,499,1,Operational_Data,0.3911,0,0.3911,,798
5914,97,60.97,130,3187,2727,963,10,2091,4.87,439,0,Operational_Data,0.3024,0,0.3024,,799
7705,95,81.11,189,3471,4234,886,9,2433,3.5,400,2,Operational_Data,0.2695,0,0.2695,,800
7370,114,64.65,334,2641,4729,894,8,3147,2.47,418,1,Operational_Data,0.2782,0,0.2782,,801
6552,138,47.48,259,4014,2538,908,14,4750,3.13,424,2,Operational_Data,0.1166,0,0.1166,,802
6520,128,50.94,355,4371,2149,1456,7,2806,4.1,446,4,Operational_Data,0.218,0,0.218,,803
7807,110,70.97,153,4344,3463,806,17,2181,3.76,355,1,Operational_Data,0.382,0,0.382,,804
7657,118,64.89,372,3237,4420,857,5,4732,2.52,363,5,Operational_Data,0.3717,0,0.3717,,805
6620,116,57.07,345,2820,3800,1162,18,4388,4.19,363,0,Operational_Data,0.2442,0,0.2442,,806
7907,141,56.08,377,3588,4319,1257,11,3558,2.82,461,5,Operational_Data,0.2611,0,0.2611,,807
4027,152,26.49,317,3966,61,1186,13,2703,3.05,398,1,Operational_Data,0.342,0,0.342,,808
4571,154,29.68,373,3904,667,995,5,4772,3.8,352,0,Operational_Data,0.4586,1,0.4586,,809
5544,129,42.98,367,4496,1048,1282,14,4019,3.47,455,1,Operational_Data,0.1031,0,0.1031,,810
5774,134,43.09,301,3480,2294,1295,13,2022,4.87,407,3,Operational_Data,0.2445,0,0.2445,,811
4778,93,51.38,171,4008,770,1141,25,3445,2.52,403,1,Operational_Data,0.1512,0,0.1512,,812
5524,111,49.77,187,3091,2433,1499,11,4767,2.18,384,5,Operational_Data,0.3143,0,0.3143,,813
5874,84,69.93,314,4334,1540,1124,14,3168,2.81,466,1,Operational_Data,0.1698,0,0.1698,,814
7233,98,73.81,320,4056,3177,1285,7,4106,4.32,383,2,Operational_Data,0.1883,0,0.1883,,815
6662,105,63.45,319,3393,3269,904,19,2335,3.66,377,3,Operational_Data,0.153,0,0.153,,816
6772,105,64.5,241,3083,3689,902,12,2056,3.98,377,0,Operational_Data,0.2848,0,0.2848,,817
6943,99,70.13,171,3707,3236,829,6,2068,2.36,403,0,Operational_Data,0.3863,0,0.3863,,818
6928,147,47.13,341,3066,3862,1169,9,4192,2.21,410,3,Operational_Data,0.2001,0,0.2001,,819
5436,86,63.21,255,3907,1529,911,10,3407,3.84,437,3,Operational_Data,0.1267,0,0.1267,,820
7377,104,70.93,376,3155,4222,1460,22,3015,4.76,443,1,Operational_Data,0.3079,0,0.3079,,821
4887,133,36.74,229,2687,2200,1239,15,2072,2.72,493,4,Operational_Data,0.2863,0,0.2863,,822
5549,88,63.06,134,4066,1483,1177,8,3411,3.81,373,0,Operational_Data,0.2614,0,0.2614,,823
337,94,42.56,152,6006,-5669,1175,24,2061,3.22,358,40,Operational_Data,0.8926,1,0.8926,,824
7171,86,83.38,257,3370,3801,1069,11,3207,3.66,363,0,Operational_Data,0.2494,0,0.2494,,825
5533,125,44.26,250,2573,2960,1491,13,2946,2.12,381,1,Operational_Data,0.3171,0,0.3171,,826
4589,130,35.3,205,3723,866,1392,7,3530,3.97,359,0,Operational_Data,0.3362,0,0.3362,,827
6989,139,50.28,335,3010,3979,1068,9,2900,3.81,383,3,Operational_Data,0.1497,0,0.1497,,828
4869,154,31.62,197,4382,487,1133,22,2166,3.0,360,5,Operational_Data,0.3883,0,0.3883,,829
6575,119,55.25,384,2608,3967,1432,20,4031,2.93,387,3,Operational_Data,0.2416,0,0.2416,,830
855,160,39.28,167,6542,-5687,1090,25,2363,2.4,392,47,Operational_Data,0.911,1,0.911,,831
5923,136,43.55,155,3963,1960,1436,6,3108,2.97,440,1,Operational_Data,0.2408,0,0.2408,,832
4028,125,32.22,339,3393,635,1455,23,3406,3.07,436,2,Operational_Data,0.2422,0,0.2422,,833
7998,141,56.72,217,4191,3807,1117,6,4697,3.8,462,4,Operational_Data,0.271,0,0.271,,834
5829,148,39.39,400,2921,2908,1141,9,2527,3.76,434,4,Operational_Data,0.2168,0,0.2168,,835
4085,139,29.39,199,3495,590,842,5,4891,4.96,463,4,Operational_Data,0.4711,1,0.4711,,836
4436,84,52.81,390,4441,-5,971,11,4210,3.12,389,0,Operational_Data,0.2765,0,0.2765,,837
5376,83,64.77,378,2617,2759,1276,17,4092,3.83,456,0,Operational_Data,0.2742,0,0.2742,,838
158,137,58.37,251,8555,-8397,1070,23,4680,2.92,493,25,Operational_Data,0.9181,1,0.9181,,839
5318,137,38.82,380,4349,969,1341,10,2715,4.27,383,5,Operational_Data,0.2161,0,0.2161,,840
5552,112,49.57,400,4091,1461,1263,22,4437,2.41,403,5,Operational_Data,0.187,0,0.187,,841
7971,115,69.31,340,3204,4767,915,12,4811,4.46,455,4,Operational_Data,0.3416,0,0.3416,,842
6111,113,54.08,199,4273,1838,1442,11,2935,3.79,484,3,Operational_Data,0.235,0,0.235,,843
4168,128,32.56,143,2878,1290,919,23,4709,3.74,375,1,Operational_Data,0.3561,0,0.3561,,844
5037,93,54.16,139,2701,2336,810,5,2829,2.48,497,3,Operational_Data,0.3765,0,0.3765,,845
5132,133,38.59,346,3261,1871,920,23,4545,3.91,452,1,Operational_Data,0.1308,0,0.1308,,846
4303,124,34.7,215,3685,618,1360,18,4930,3.9,386,1,Operational_Data,0.2403,0,0.2403,,847
7208,90,80.09,121,4000,3208,887,20,3423,4.21,486,5,Operational_Data,0.4217,1,0.4217,,848
5516,119,46.35,368,2535,2981,1249,5,4376,2.83,402,2,Operational_Data,0.2041,0,0.2041,,849
5242,93,56.37,117,2557,2685,943,10,3979,4.75,465,5,Operational_Data,0.352,0,0.352,,850
6560,156,42.05,219,4481,2079,1349,17,2146,2.14,389,1,Operational_Data,0.2974,0,0.2974,,851
6883,143,48.13,101,4217,2666,1317,22,3954,4.66,456,4,Operational_Data,0.2565,0,0.2565,,852
7426,80,92.83,208,3419,4007,1197,24,3085,2.21,445,5,Operational_Data,0.374,0,0.374,,853
5623,89,63.18,317,4419,1204,1368,5,2677,2.09,443,0,Operational_Data,0.3564,0,0.3564,,854
4257,107,39.79,332,2868,1389,1146,8,4122,4.33,362,3,Operational_Data,0.3029,0,0.3029,,855
5544,116,47.79,390,3795,1749,1101,21,4391,4.74,461,5,Operational_Data,0.169,0,0.169,,856
7005,152,46.09,329,3332,3673,962,22,4338,2.25,456,3,Operational_Data,0.1809,0,0.1809,,857
5197,94,55.29,195,2608,2589,1396,12,3318,3.27,431,3,Operational_Data,0.1612,0,0.1612,,858
7636,97,78.72,100,4190,3446,1064,22,2008,2.18,496,0,Operational_Data,0.5115,1,0.5115,,859
6849,88,77.83,235,3338,3511,1145,9,2349,3.24,443,0,Operational_Data,0.207,0,0.207,,860
4063,143,28.41,346,4184,-121,835,22,4195,2.95,372,2,Operational_Data,0.4255,1,0.4255,,861
5646,123,45.9,346,4273,1373,1457,19,2135,4.95,412,0,Operational_Data,0.3514,0,0.3514,,862
6342,81,78.3,170,4244,2098,881,11,4599,3.47,483,2,Operational_Data,0.2979,0,0.2979,,863
5867,146,40.18,334,3699,2168,955,5,2980,2.65,421,0,Operational_Data,0.2082,0,0.2082,,864
7126,96,74.23,128,2692,4434,857,22,2656,2.26,498,0,Operational_Data,0.4617,1,0.4617,,865
6976,104,67.08,129,2969,4007,1168,22,4036,4.82,482,2,Operational_Data,0.3042,0,0.3042,,866
5878,146,40.26,140,4373,1505,909,15,4978,2.48,457,0,Operational_Data,0.3173,0,0.3173,,867
284,84,64.36,204,8450,-8166,1316,9,2249,2.91,390,46,Operational_Data,0.9871,1,0.9871,,868
5197,88,59.06,312,2627,2570,952,13,2130,2.94,350,2,Operational_Data,0.3189,0,0.3189,,869
7070,89,79.44,271,2991,4079,1432,9,3410,2.22,472,3,Operational_Data,0.3408,0,0.3408,,870
6960,106,65.66,250,3225,3735,1136,14,3055,4.25,393,1,Operational_Data,0.1053,0,0.1053,,871
4375,160,27.34,356,4016,359,1108,19,3521,3.83,497,3,Operational_Data,0.3733,0,0.3733,,872
5039,107,47.09,155,4029,1010,1468,13,2264,2.22,361,5,Operational_Data,0.3595,0,0.3595,,873
462,86,80.51,301,5753,-5291,1290,14,2125,4.89,485,38,Operational_Data,0.8842,1,0.8842,,874
7805,149,52.38,325,2952,4853,868,23,2317,3.41,497,4,Operational_Data,0.4063,0,0.4063,,875
6266,108,58.02,306,3744,2522,808,25,2586,4.32,358,2,Operational_Data,0.2856,0,0.2856,,876
7549,88,85.78,163,2594,4955,1078,23,3564,3.75,426,5,Operational_Data,0.385,0,0.385,,877
7221,155,46.59,335,3748,3473,985,14,2445,4.47,373,0,Operational_Data,0.2522,0,0.2522,,878
6612,136,48.62,152,3842,2770,1199,21,3317,3.04,442,5,Operational_Data,0.1017,0,0.1017,,879
5608,135,41.54,128,3833,1775,1475,22,3582,2.2,494,2,Operational_Data,0.3165,0,0.3165,,880
5901,158,37.35,122,4273,1628,1248,11,3667,4.23,421,5,Operational_Data,0.2583,0,0.2583,,881
5030,102,49.31,105,3732,1298,1130,25,2881,4.13,412,0,Operational_Data,0.2701,0,0.2701,,882
6764,157,43.08,153,2576,4188,1104,10,3360,4.42,491,0,Operational_Data,0.3781,0,0.3781,,883
4188,142,29.49,302,4371,-183,1048,6,3795,4.36,401,2,Operational_Data,0.362,0,0.362,,884
4391,153,28.7,140,4387,4,1064,9,2477,3.33,359,3,Operational_Data,0.3962,0,0.3962,,885
6492,128,50.72,319,2818,3674,1064,20,3738,2.64,458,1,Operational_Data,0.1432,0,0.1432,,886
5548,122,45.48,321,3467,2081,1441,7,3413,3.02,484,3,Operational_Data,0.2179,0,0.2179,,887
4680,148,31.62,340,3329,1351,1155,8,3526,4.96,444,0,Operational_Data,0.2604,0,0.2604,,888
6608,153,43.19,160,3770,2838,1114,24,2224,3.21,430,0,Operational_Data,0.2385,0,0.2385,,889
6249,134,46.63,153,2740,3509,940,8,2745,3.47,458,4,Operational_Data,0.177,0,0.177,,890
6821,155,44.01,159,3802,3019,899,17,4855,2.58,383,4,Operational_Data,0.2201,0,0.2201,,891
7530,91,82.75,183,3325,4205,1069,15,3720,3.6,448,3,Operational_Data,0.1707,0,0.1707,,892
5861,124,47.27,280,4149,1712,1485,13,3605,2.59,430,5,Operational_Data,0.1715,0,0.1715,,893
5449,158,34.49,259,3484,1965,1059,11,3881,4.14,387,3,Operational_Data,0.1399,0,0.1399,,894
6320,136,46.47,235,3200,3120,1487,8,2730,3.78,424,5,Operational_Data,0.2399,0,0.2399,,895
6616,101,65.5,271,2533,4083,805,25,2256,3.86,470,5,Operational_Data,0.3788,0,0.3788,,896
7348,129,56.96,277,3368,3980,1332,21,2349,3.73,485,1,Operational_Data,0.2117,0,0.2117,,897
6155,91,67.64,229,3928,2227,1500,24,2609,3.68,373,1,Operational_Data,0.2628,0,0.2628,,898
4765,145,32.86,330,4143,622,1379,12,2371,3.14,392,5,Operational_Data,0.2365,0,0.2365,,899
4967,144,34.49,252,3531,1436,1238,19,4643,3.16,365,3,Operational_Data,0.1806,0,0.1806,,900
7198,151,47.67,315,3225,3973,987,24,4257,3.15,405,2,Operational_Data,0.1831,0,0.1831,,901
6995,105,66.62,266,2907,4088,1156,10,4909,2.95,368,1,Operational_Data,0.1989,0,0.1989,,902
4338,155,27.99,317,3092,1246,947,16,2182,4.4,457,1,Operational_Data,0.3223,0,0.3223,,903
5296,95,55.75,157,2513,2783,1201,24,3374,4.69,383,4,Operational_Data,0.2314,0,0.2314,,904
6372,87,73.24,200,2686,3686,997,14,2529,4.3,409,2,Operational_Data,0.1963,0,0.1963,,905
6961,140,49.72,317,3038,3923,1258,7,2731,2.79,459,0,Operational_Data,0.2088,0,0.2088,,906
7706,111,69.42,214,3079,4627,850,24,3262,4.18,423,2,Operational_Data,0.2251,0,0.2251,,907
7073,84,84.2,372,4353,2720,1424,9,3155,4.41,415,0,Operational_Data,0.4203,1,0.4203,,908
4187,136,30.79,152,2580,1607,844,20,3477,4.35,386,3,Operational_Data,0.3868,0,0.3868,,909
4147,89,46.6,124,4232,-85,1369,19,4271,3.96,435,0,Operational_Data,0.3552,0,0.3552,,910
7414,140,52.96,156,2793,4621,980,22,3074,2.12,435,3,Operational_Data,0.2745,0,0.2745,,911
7332,106,69.17,355,3780,3552,1487,6,2916,3.88,455,1,Operational_Data,0.2492,0,0.2492,,912
662,157,40.55,358,5201,-4539,1230,24,2161,3.05,478,17,Operational_Data,0.7191,1,0.7191,,913
4667,100,46.67,353,4061,606,1040,17,2662,3.21,391,5,Operational_Data,0.1628,0,0.1628,,914
4590,160,28.69,124,2785,1805,1184,9,2068,4.65,368,0,Operational_Data,0.5212,1,0.5212,,915
4683,123,38.07,195,3130,1553,1361,23,3922,2.82,447,4,Operational_Data,0.1207,0,0.1207,,916
6505,106,61.37,216,3642,2863,904,11,3618,3.3,484,3,Operational_Data,0.1133,0,0.1133,,917
7059,144,49.02,245,2912,4147,861,20,3340,4.94,426,0,Operational_Data,0.2274,0,0.2274,,918
4793,149,32.17,255,3225,1568,1171,19,2837,2.79,409,4,Operational_Data,0.1191,0,0.1191,,919
5584,126,44.32,360,2874,2710,904,21,2981,4.05,476,5,Operational_Data,0.2071,0,0.2071,,920
5295,89,59.49,372,2950,2345,1410,20,3678,3.63,456,0,Operational_Data,0.244,0,0.244,,921
4292,152,28.24,154,3515,777,1314,21,4031,3.43,406,0,Operational_Data,0.3044,0,0.3044,,922
7240,125,57.92,304,3650,3590,1083,23,4301,2.34,362,2,Operational_Data,0.1892,0,0.1892,,923
324,160,47.98,126,6805,-6481,1383,16,4542,4.4,392,40,Operational_Data,0.931,1,0.931,,924
7608,113,67.33,144,3843,3765,1128,12,3448,4.77,455,4,Operational_Data,0.2053,0,0.2053,,925
5956,160,37.23,236,2960,2996,1038,13,4943,3.74,455,5,Operational_Data,0.282,0,0.282,,926
5822,119,48.92,130,4107,1715,1427,20,2240,3.08,427,4,Operational_Data,0.2126,0,0.2126,,927
4187,91,46.01,351,4175,12,1168,25,3008,2.88,404,4,Operational_Data,0.2461,0,0.2461,,928
4217,135,31.24,217,4295,-78,961,25,2366,2.84,354,5,Operational_Data,0.4,0,0.4,,929
4523,131,34.53,356,2751,1772,1221,16,4744,2.2,418,5,Operational_Data,0.2744,0,0.2744,,930
4959,102,48.62,289,3520,1439,920,17,4099,3.27,377,4,Operational_Data,0.0753,0,0.0753,,931
4142,145,28.57,311,3562,580,1014,9,2449,3.4,391,3,Operational_Data,0.2783,0,0.2783,,932
5215,159,32.8,137,3438,1777,1397,11,4247,4.2,410,2,Operational_Data,0.2739,0,0.2739,,933
6033,158,38.18,367,4423,1610,1410,23,3820,2.4,490,4,Operational_Data,0.3641,0,0.3641,,934
7414,131,56.6,137,3131,4283,1283,8,4737,4.21,400,5,Operational_Data,0.2873,0,0.2873,,935
4904,99,49.54,238,3811,1093,1191,16,3137,3.74,464,1,Operational_Data,0.0412,0,0.0412,,936
6710,114,58.86,139,2820,3890,1155,14,4251,4.78,411,2,Operational_Data,0.1446,0,0.1446,,937
5291,156,33.92,376,4461,830,1046,20,2613,2.71,352,3,Operational_Data,0.3085,0,0.3085,,938
5616,140,40.11,190,3701,1915,1240,7,2061,2.49,428,5,Operational_Data,0.3067,0,0.3067,,939
7299,151,48.34,167,3595,3704,1021,8,3644,3.69,470,3,Operational_Data,0.2062,0,0.2062,,940
4597,98,46.91,332,3641,956,1451,23,3947,2.62,444,5,Operational_Data,0.2038,0,0.2038,,941
4360,108,40.37,150,3578,782,1404,22,3628,4.06,350,5,Operational_Data,0.3584,0,0.3584,,942
6288,136,46.24,363,2968,3320,1208,25,2051,3.74,449,2,Operational_Data,0.2308,0,0.2308,,943
7435,119,62.48,206,3303,4132,1127,19,4460,3.92,427,1,Operational_Data,0.1149,0,0.1149,,944
7535,91,82.8,335,2790,4745,1425,15,4365,4.65,383,1,Operational_Data,0.3356,0,0.3356,,945
7837,126,62.2,334,4154,3683,1211,12,3980,2.78,387,4,Operational_Data,0.1704,0,0.1704,,946
5802,143,40.57,100,2517,3285,973,21,2710,4.31,435,0,Operational_Data,0.266,0,0.266,,947
7192,90,79.91,179,3983,3209,981,11,4026,2.31,431,4,Operational_Data,0.1978,0,0.1978,,948
5524,136,40.62,103,3044,2480,1319,25,2312,3.36,484,0,Operational_Data,0.2932,0,0.2932,,949
5518,117,47.16,139,3353,2165,1332,19,4333,2.73,406,5,Operational_Data,0.0922,0,0.0922,,950
6018,97,62.04,111,3637,2381,849,23,3246,2.69,410,5,Operational_Data,0.2238,0,0.2238,,951
6675,101,66.09,125,2831,3844,882,10,4386,4.8,472,0,Operational_Data,0.3552,0,0.3552,,952
7669,93,82.46,127,2851,4818,1021,16,4307,4.48,386,0,Operational_Data,0.3765,0,0.3765,,953
5001,96,52.09,264,4361,640,1269,17,2873,3.34,415,1,Operational_Data,0.0721,0,0.0721,,954
6291,150,41.94,393,4378,1913,1424,18,4095,2.25,494,1,Operational_Data,0.3477,0,0.3477,,955
6504,93,69.94,379,3826,2678,1311,16,2693,3.16,396,3,Operational_Data,0.155,0,0.155,,956
4542,130,34.94,122,2645,1897,1138,13,4605,4.8,406,0,Operational_Data,0.3391,0,0.3391,,957
275,80,53.58,258,5270,-4995,1241,23,4141,3.92,432,48,Operational_Data,0.7701,1,0.7701,,958
390,95,51.17,106,6210,-5820,1436,12,4457,3.06,370,17,Operational_Data,0.7712,1,0.7712,,959
6444,81,79.56,116,3618,2826,1134,13,3643,2.71,455,2,Operational_Data,0.2488,0,0.2488,,960
7196,96,74.96,164,2658,4538,1269,20,3035,2.37,361,5,Operational_Data,0.3576,0,0.3576,,961
7156,97,73.77,349,3348,3808,1426,18,2791,4.24,381,1,Operational_Data,0.2236,0,0.2236,,962
4476,141,31.74,230,2669,1807,1224,16,2743,2.29,489,0,Operational_Data,0.3154,0,0.3154,,963
6558,148,44.31,133,4070,2488,1369,11,4513,4.71,498,2,Operational_Data,0.3484,0,0.3484,,964
7504,110,68.22,113,3296,4208,833,21,2726,2.19,432,0,Operational_Data,0.33,0,0.33,,965
5670,123,46.1,222,3878,1792,1431,10,4348,4.26,453,5,Operational_Data,0.141,0,0.141,,966
4779,109,43.84,377,4359,420,1284,22,3345,2.13,391,5,Operational_Data,0.2397,0,0.2397,,967
7459,81,92.09,126,2989,4470,1293,13,2708,2.58,500,0,Operational_Data,0.5401,1,0.5401,,968
6134,146,42.01,351,3019,3115,1437,9,2442,2.98,448,3,Operational_Data,0.2451,0,0.2451,,969
4444,123,36.13,272,2575,1869,975,17,3191,3.37,421,3,Operational_Data,0.1778,0,0.1778,,970
6266,107,58.56,116,4162,2104,1118,17,2914,4.93,369,1,Operational_Data,0.2761,0,0.2761,,971
320,126,32.1,383,6871,-6551,930,15,2412,4.53,404,34,Operational_Data,0.8337,1,0.8337,,972
5425,106,51.18,191,4004,1421,1150,15,2735,4.11,385,3,Operational_Data,0.1065,0,0.1065,,973
5141,97,53.0,335,4300,841,1184,15,2585,2.31,447,5,Operational_Data,0.1372,0,0.1372,,974
6865,158,43.45,153,2812,4053,878,11,2446,3.04,394,0,Operational_Data,0.3014,0,0.3014,,975
4790,100,47.9,305,2830,1960,1263,11,3117,3.37,402,0,Operational_Data,0.134,0,0.134,,976
5315,137,38.8,380,4268,1047,1285,20,4403,2.73,415,5,Operational_Data,0.1687,0,0.1687,,977
7410,89,83.26,229,2553,4857,852,6,3443,3.0,467,1,Operational_Data,0.4472,1,0.4472,,978
5200,112,46.43,195,3547,1653,1247,13,4009,3.31,430,3,Operational_Data,0.0,0,0.0,,979
6115,92,66.47,230,2508,3607,1466,9,2476,3.53,376,4,Operational_Data,0.2996,0,0.2996,,980
5758,111,51.87,381,3922,1836,1016,12,2074,2.58,430,2,Operational_Data,0.1528,0,0.1528,,981
5397,120,44.98,130,3606,1791,1309,11,2175,3.46,497,3,Operational_Data,0.2662,0,0.2662,,982
6254,132,47.38,218,3258,2996,1375,8,2387,3.83,458,3,Operational_Data,0.1599,0,0.1599,,983
5778,149,38.78,276,3416,2362,1284,7,4781,3.87,381,5,Operational_Data,0.1932,0,0.1932,,984
4756,123,38.67,137,3440,1316,1422,11,2716,2.77,369,4,Operational_Data,0.2733,0,0.2733,,985
6426,138,46.57,146,2650,3776,1119,19,3094,4.8,367,0,Operational_Data,0.2944,0,0.2944,,986
5891,110,53.55,154,4235,1656,893,6,3497,2.58,494,0,Operational_Data,0.3214,0,0.3214,,987
338,112,54.38,398,5901,-5563,1441,6,2322,4.73,461,41,Operational_Data,0.9153,1,0.9153,,988
4551,125,36.41,272,2809,1742,962,11,4037,4.82,382,5,Operational_Data,0.2413,0,0.2413,,989
5316,152,34.97,376,4267,1049,943,22,4276,4.87,414,1,Operational_Data,0.2736,0,0.2736,,990
5578,125,44.62,164,3147,2431,953,14,3879,3.37,469,4,Operational_Data,0.0776,0,0.0776,,991
5365,155,34.61,353,3861,1504,1066,24,4614,4.56,353,1,Operational_Data,0.3741,0,0.3741,,992
6908,151,45.75,340,3184,3724,974,9,4937,3.06,403,5,Operational_Data,0.2666,0,0.2666,,993
7483,102,73.36,273,4008,3475,1217,10,2035,3.92,439,4,Operational_Data,0.1841,0,0.1841,,994
6322,113,55.95,181,3085,3237,1235,5,2280,3.76,452,3,Operational_Data,0.1481,0,0.1481,,995
5143,94,54.71,395,3700,1443,1112,19,4857,4.95,365,0,Operational_Data,0.3614,0,0.3614,,996
5782,113,51.17,199,3133,2649,834,8,2306,3.98,371,4,Operational_Data,0.2055,0,0.2055,,997
4722,129,36.6,327,3325,1397,1071,18,3198,4.59,438,3,Operational_Data,0.1075,0,0.1075,,998
7328,96,76.33,345,3714,3614,1085,21,2178,3.37,430,1,Operational_Data,0.159,0,0.159,,999
6177,101,61.16,340,3170,3007,844,7,3150,2.28,499,5,Operational_Data,0.3076,0,0.3076,,1000
6540,119,54.96,110,2552,3988,1428,12,4530,4.51,384,5,Operational_Data,0.3334,0,0.3334,,1001
6502,92,70.67,195,3996,2506,1063,16,2819,4.74,450,5,Operational_Data,0.1913,0,0.1913,,1002
7388,105,70.36,277,3256,4132,998,10,4910,3.44,432,4,Operational_Data,0.169,0,0.169,,1003
7804,90,86.71,115,3192,4612,988,11,4268,2.51,381,3,Operational_Data,0.3709,0,0.3709,,1004
6421,147,43.68,113,2569,3852,1409,5,3994,3.84,382,3,Operational_Data,0.3098,0,0.3098,,1005
7758,139,55.81,281,3244,4514,1303,7,2776,3.26,492,2,Operational_Data,0.2828,0,0.2828,,1006
6940,115,60.35,278,2747,4193,1053,15,3196,3.24,421,2,Operational_Data,0.1003,0,0.1003,,1007
6064,96,63.17,125,4181,1883,1286,23,3649,4.26,389,1,Operational_Data,0.2012,0,0.2012,,1008
7958,141,56.44,394,2578,5380,1274,19,4451,2.09,350,0,Operational_Data,0.5226,1,0.5226,,1009
5442,117,46.51,224,2878,2564,1006,23,2616,4.58,382,5,Operational_Data,0.1628,0,0.1628,,1010
7375,84,87.8,379,2662,4713,1134,15,3409,2.47,457,3,Operational_Data,0.4153,1,0.4153,,1011
5419,143,37.9,200,2799,2620,1325,9,4127,4.45,369,1,Operational_Data,0.217,0,0.217,,1012
7296,89,81.98,387,4083,3213,1493,10,3531,4.48,442,1,Operational_Data,0.3157,0,0.3157,,1013
